	ATA_1	ATA_2	ATA_3	HC_IgG_1	HC_IgG_2	HC_IgG_3	IFNa_1	IFNa_2	IFNa_3
ENSG00000231606	0	0	0	0	0	0	0	0	0
ENSG00000234593	0	0	0	0	0	0	0	0	0
ENSG00000235829	0	0	0	0	0	0	0	0	0
ENSG00000287756	0	0	0	0	0	0	0	0	0
ENSG00000175147	4	45	0	6	4	12	10	6	0
ENSG00000171729	322	519	316	290	268	268	244	224	320
ENSG00000204464	0	6	0	0	0	0	0	0	0
ENSG00000215720	2	0	0	0	1	0	0	0	0
ENSG00000278480	0	0	0	0	0	0	0	8	0
ENSG00000142621	17	0	48	1	6	34	4	0	0
ENSG00000233485	0	0	0	0	0	0	0	0	0
ENSG00000236045	0	0	0	0	0	0	0	0	0
ENSG00000228140	2	0	8	6	0	0	0	0	8
ENSG00000142634	5091	7660	6967	4164	4978	5502	4788	4904	6513
ENSG00000162438	0	26	0	2	2	0	2	0	6
ENSG00000142615	0	0	0	0	0	0	0	0	0
ENSG00000215704	0	0	0	0	0	0	0	0	0
ENSG00000132906	212	272	234	200	248	252	264	198	264
ENSG00000116138	4731	5104	4156	3533	3932	4147	4334	3326	4114
ENSG00000251866	0	0	0	0	9	2	0	0	0
ENSG00000272510	3	6	0	18	4	0	8	11	21
ENSG00000116771	24	40	42	20	10	14	16	18	10
ENSG00000237301	0	0	0	0	0	0	0	0	0
ENSG00000235084	6	0	2	0	0	2	0	0	0
ENSG00000252417	0	0	0	0	0	0	0	0	0
ENSG00000236500	0	0	0	0	0	0	0	0	0
ENSG00000197312	7016	7841	7878	5313	6709	6826	6765	5293	7119
ENSG00000215695	1837	2002	2317	1259	1860	1887	1656	1225	2009
ENSG00000271742	0	0	0	0	0	0	0	0	0
ENSG00000116786	3586	5609	4367	3140	3289	3896	3567	3341	4564
ENSG00000264048	123	310	177	79	117	153	133	105	252
ENSG00000237938	111	88	36	74	51	113	57	31	6
ENSG00000162461	27	13	12	22	30	32	20	8	14
ENSG00000224459	26	40	31	27	6	14	4	24	22
ENSG00000162460	0	0	0	0	0	2	0	0	0
ENSG00000162458	7977	9338	7709	6569	6789	7492	8934	7047	8132
ENSG00000224321	3	0	0	0	4	0	2	0	2
ENSG00000233954	0	4	24	4	10	0	12	2	2
ENSG00000178715	0	0	0	0	0	2	0	0	0
ENSG00000179743	34	46	73	23	50	25	15	33	53
ENSG00000065526	8358	9784	8714	6456	7475	8307	8097	6798	7983
ENSG00000238818	1	0	0	0	5	0	1	0	0
ENSG00000270620	0	0	0	0	0	2	0	0	0
ENSG00000116809	815	942	678	578	725	937	623	692	860
ENSG00000234607	0	0	0	0	0	0	0	0	0
ENSG00000231353	0	0	0	0	0	0	0	0	6
ENSG00000275503	0	0	0	0	0	0	0	0	0
ENSG00000224966	0	0	0	0	0	0	0	0	0
ENSG00000183888	0	0	0	0	0	0	0	0	6
ENSG00000233078	0	0	0	0	0	0	0	0	0
ENSG00000173641	0	0	0	0	0	3	0	0	0
ENSG00000186510	0	0	0	0	0	14	0	0	0
ENSG00000232456	0	0	0	0	0	0	0	0	0
ENSG00000184908	4	0	0	0	0	14	0	0	0
ENSG00000185519	8	0	0	14	16	0	16	0	24
ENSG00000142627	11114	14811	11965	8593	9085	11754	10752	9858	12416
ENSG00000227959	2	0	12	2	8	8	6	0	18
ENSG00000224621	2	13	2	7	2	8	4	0	16
ENSG00000234166	0	0	0	0	0	0	0	0	0
ENSG00000142632	74	118	92	52	56	98	85	88	134
ENSG00000237276	18	8	16	2	2	12	14	10	10
ENSG00000288398	237	311	306	225	198	277	246	222	162
ENSG00000204377	53	40	66	50	17	53	51	36	46
ENSG00000132881	151	149	194	83	88	152	139	110	158
ENSG00000233929	0	0	0	0	0	0	0	0	0
ENSG00000037637	1021	891	725	949	745	821	1135	979	1086
ENSG00000055070	3736	4783	4866	3235	3298	3734	3831	3365	4050
ENSG00000226457	0	0	0	0	0	0	0	0	0
ENSG00000187144	38	0	0	26	35	44	44	14	8
ENSG00000157191	4177	4964	4453	3482	3472	4340	4199	3246	4439
ENSG00000226029	223	468	201	147	165	164	211	225	227
ENSG00000080947	222	182	229	221	143	235	157	151	172
ENSG00000206652	54	85	22	44	17	46	21	50	8
ENSG00000261135	0	0	18	6	0	14	0	0	0
ENSG00000285853	0	4	9	3	6	14	0	2	0
ENSG00000224174	0	4	0	0	6	0	0	2	0
ENSG00000233421	2	40	0	2	0	6	0	4	12
ENSG00000268674	0	0	0	0	0	0	0	0	0
ENSG00000225710	2	0	0	0	2	0	0	2	0
ENSG00000266584	0	0	0	0	0	0	0	0	0
ENSG00000219481	2431	2993	2637	1864	2028	2337	2368	1889	2514
ENSG00000271732	0	0	0	0	0	0	0	0	0
ENSG00000215908	554	790	570	540	535	449	635	428	463
ENSG00000283773	34	49	32	5	44	24	36	22	8
ENSG00000186301	10	16	30	14	34	26	30	16	40
ENSG00000282143	0	0	0	0	0	0	0	0	0
ENSG00000207513	6	5	0	0	3	0	2	0	0
ENSG00000237847	0	0	0	0	0	0	0	0	0
ENSG00000280114	0	0	0	0	0	2	0	2	0
ENSG00000264742	0	0	0	0	0	0	0	0	0
ENSG00000236698	36	21	66	30	38	78	41	26	22
ENSG00000268869	0	0	0	0	0	0	0	0	0
ENSG00000279151	0	0	0	0	0	0	0	0	0
ENSG00000268991	0	0	0	0	0	0	0	0	0
ENSG00000282740	0	0	0	0	0	0	0	0	0
ENSG00000058453	435	622	541	437	498	585	549	361	628
ENSG00000227684	0	0	0	0	0	0	1	0	0
ENSG00000207389	12	1	18	1	0	0	2	0	0
ENSG00000186715	22	30	8	10	18	2	18	10	48
ENSG00000223643	0	0	0	0	0	0	0	0	0
ENSG00000230239	0	0	0	0	0	0	0	0	0
ENSG00000263811	0	0	0	0	0	0	0	0	0
ENSG00000228549	2	0	0	4	12	12	8	0	18
ENSG00000238142	26	28	8	16	28	66	36	36	2
ENSG00000235241	18	0	0	0	0	0	0	0	0
ENSG00000207005	19	0	24	6	4	0	2	34	16
ENSG00000272426	0	2	0	0	0	0	0	8	0
ENSG00000117122	640	637	567	510	618	754	715	644	742
ENSG00000286898	0	4	0	3	0	0	2	2	0
ENSG00000226526	0	6	0	0	14	8	0	6	2
ENSG00000159363	1783	2273	2049	1540	1554	1769	1915	1664	1841
ENSG00000288636	278	359	287	210	196	257	240	188	282
ENSG00000117118	944	1018	1040	670	776	905	931	853	946
ENSG00000117115	8	0	0	6	0	0	0	2	0
ENSG00000252180	0	0	0	0	0	0	0	0	0
ENSG00000204362	0	0	0	0	0	0	0	0	0
ENSG00000282843	0	0	0	0	0	0	0	0	0
ENSG00000142623	0	0	0	0	0	2	0	0	0
ENSG00000142619	0	0	0	0	0	2	0	0	0
ENSG00000266634	0	0	0	0	0	0	0	0	0
ENSG00000159339	0	0	0	0	0	0	0	0	0
ENSG00000269468	0	0	0	0	0	0	0	0	0
ENSG00000276747	0	0	0	0	0	0	0	0	0
ENSG00000227751	17	18	20	11	6	16	0	2	12
ENSG00000179051	8372	10530	8526	7077	7133	8388	8565	7337	8793
ENSG00000266727	208	259	278	133	163	198	148	184	176
ENSG00000239020	0	0	0	0	0	0	0	0	0
ENSG00000074964	381	490	266	317	438	242	402	344	420
ENSG00000236648	0	0	0	0	0	0	0	0	0
ENSG00000117148	0	2	0	0	0	0	0	0	14
ENSG00000284653	0	0	0	0	0	0	0	0	0
ENSG00000261781	0	0	0	0	0	0	0	0	0
ENSG00000117154	0	0	0	0	0	0	2	0	4
ENSG00000280222	0	0	0	0	0	0	0	0	0
ENSG00000230035	0	0	0	0	0	0	0	0	0
ENSG00000225387	0	0	0	0	0	0	0	0	0
ENSG00000179023	2	0	0	0	0	0	0	0	0
ENSG00000235282	0	0	0	0	0	4	0	0	0
ENSG00000225478	0	0	0	0	0	0	0	0	0
ENSG00000009709	0	0	0	0	0	0	0	0	0
ENSG00000179002	0	0	0	0	0	0	0	0	0
ENSG00000255275	616	994	847	638	626	746	746	643	908
ENSG00000159423	280	431	214	305	211	356	350	398	313
ENSG00000265606	0	0	0	0	0	0	0	0	0
ENSG00000221662	0	0	0	0	0	0	0	0	0
ENSG00000169991	3064	3601	3224	2489	2543	2746	3239	2513	3353
ENSG00000272084	284	251	131	212	213	147	313	238	240
ENSG00000127481	25798	28151	23221	22593	23215	24774	24795	19360	22499
ENSG00000266098	3	0	0	19	4	0	0	5	0
ENSG00000230424	15	36	18	4	27	38	18	30	14
ENSG00000127463	9313	11973	10596	7809	8561	9399	9453	8340	10913
ENSG00000053372	736	1138	1230	646	640	859	886	864	1140
ENSG00000286064	0	0	0	0	0	0	0	0	0
ENSG00000211454	16	28	16	14	15	6	6	4	53
ENSG00000162482	24	14	20	8	10	0	8	0	15
ENSG00000270728	4	16	0	0	0	4	2	0	0
ENSG00000053371	710	839	880	460	611	706	694	668	710
ENSG00000200403	0	0	3	0	4	6	2	1	6
ENSG00000040487	270	484	322	299	276	308	303	392	326
ENSG00000265192	0	0	0	0	0	0	0	0	0
ENSG00000077549	8120	10316	8724	6560	7167	7968	7884	7438	8847
ENSG00000240490	0	0	0	0	0	0	0	2	0
ENSG00000173436	1803	1751	1214	1101	1314	1258	1703	1547	1754
ENSG00000201609	0	0	0	0	0	0	0	0	0
ENSG00000239027	0	0	0	0	0	0	0	0	0
ENSG00000235185	0	0	0	0	0	0	0	0	0
ENSG00000158747	1650	1854	1737	1232	1286	1564	1720	1429	1738
ENSG00000270136	1927	1757	1419	1150	1358	1451	1852	1625	1927
ENSG00000226396	12	8	24	7	6	26	6	0	0
ENSG00000158748	0	2	0	0	0	6	6	0	4
ENSG00000162542	366	410	259	228	364	329	416	282	348
ENSG00000178828	0	0	0	0	0	0	0	0	0
ENSG00000235434	0	0	0	0	0	0	0	0	0
ENSG00000169914	636	774	718	722	624	928	905	651	796
ENSG00000188784	0	0	0	0	0	0	0	0	0
ENSG00000242688	0	0	0	0	0	0	0	0	0
ENSG00000188257	0	0	0	0	0	0	0	0	0
ENSG00000127472	0	0	0	0	0	0	0	0	0
ENSG00000117215	0	0	0	0	0	0	0	0	0
ENSG00000158786	0	2	0	0	0	0	0	0	0
ENSG00000227066	0	0	0	0	0	0	0	0	0
ENSG00000187980	0	0	0	0	0	0	0	0	0
ENSG00000162543	4	0	0	2	0	16	4	0	0
ENSG00000228105	0	0	0	0	0	0	0	0	0
ENSG00000284710	0	0	0	0	0	0	0	0	0
ENSG00000158816	0	0	0	0	0	0	0	0	0
ENSG00000226664	0	0	0	0	0	0	0	0	0
ENSG00000236963	0	2	0	0	0	0	1	0	0
ENSG00000226487	0	0	0	0	0	0	0	0	0
ENSG00000284641	0	0	0	0	0	0	0	0	0
ENSG00000284743	0	0	2	0	0	0	0	0	0
ENSG00000162545	530	681	641	316	506	447	559	445	331
ENSG00000090432	1352	1498	1402	1124	1156	1180	1325	1176	1667
ENSG00000215520	0	0	0	0	0	0	0	0	0
ENSG00000183114	0	2	0	0	0	0	0	0	0
ENSG00000158825	6	2	4	2	14	0	0	4	4
ENSG00000158828	892	1212	753	677	669	768	734	745	926
ENSG00000117242	3606	5389	4525	2875	3485	3458	3816	3204	4281
ENSG00000257033	202	251	195	176	221	200	232	123	247
ENSG00000244038	7504	9717	8639	5493	6653	7342	7913	6716	8199
ENSG00000117245	0	0	20	22	18	8	10	8	0
ENSG00000235432	0	0	0	0	0	0	0	0	0
ENSG00000189410	110	200	74	68	82	95	52	72	166
ENSG00000233069	0	0	0	0	0	0	0	0	4
ENSG00000127483	7619	8062	6722	5470	5505	5972	6773	5994	6420
ENSG00000203394	16	8	8	3	13	18	10	2	2
ENSG00000075151	9968	11889	11392	7850	8795	8679	10057	8624	9557
ENSG00000251914	0	0	0	0	0	0	0	0	0
ENSG00000221808	4	11	0	2	0	0	0	0	10
ENSG00000233072	25	23	22	47	2	16	0	8	5
ENSG00000236073	5	0	16	6	0	18	10	0	32
ENSG00000235112	0	0	0	0	0	0	0	0	0
ENSG00000266867	8	8	8	2	5	10	6	0	0
ENSG00000287192	0	0	0	0	0	16	0	0	6
ENSG00000117298	45934	59497	49534	34954	38942	45780	44238	39243	48105
ENSG00000236936	0	0	0	0	0	0	0	6	0
ENSG00000231105	2	0	4	2	14	0	2	10	0
ENSG00000236216	0	6	0	0	0	0	0	2	0
ENSG00000228823	0	0	0	0	0	0	0	0	0
ENSG00000236009	0	0	0	0	0	0	0	0	0
ENSG00000227001	0	0	2	0	2	4	0	2	0
ENSG00000187952	0	22	0	0	0	0	6	0	0
ENSG00000186543	0	0	0	0	0	0	0	0	0
ENSG00000142794	283	321	321	231	245	247	349	235	361
ENSG00000176378	0	0	0	0	0	0	0	0	0
ENSG00000162551	34	44	34	56	34	34	74	32	16
ENSG00000233431	0	0	0	0	0	0	0	0	0
ENSG00000221781	0	0	0	0	0	0	0	0	0
ENSG00000076864	24	34	22	12	22	14	20	10	25
ENSG00000090686	7065	7674	7840	5255	6268	5996	7173	6175	6749
ENSG00000231978	0	0	0	0	0	0	0	0	0
ENSG00000187942	1035	923	366	702	722	1005	769	500	542
ENSG00000142798	385237	435873	300239	316525	325407	379245	370722	297647	345322
ENSG00000232037	0	0	0	0	0	0	0	0	0
ENSG00000283234	0	0	0	0	0	0	0	0	0
ENSG00000219073	0	0	0	0	0	4	0	0	0
ENSG00000264385	0	0	0	0	0	0	0	0	0
ENSG00000285959	46	40	44	40	70	52	92	106	157
ENSG00000263991	0	0	0	0	0	0	0	0	0
ENSG00000201919	0	0	0	0	0	0	0	0	0
ENSG00000142789	0	0	0	0	0	0	0	0	0
ENSG00000263582	0	0	0	0	0	0	0	0	0
ENSG00000263929	0	0	0	0	0	0	0	0	0
ENSG00000201273	0	0	0	0	0	0	0	0	0
ENSG00000228397	0	0	0	0	5	10	0	0	0
ENSG00000218510	86	80	84	64	104	70	137	161	235
ENSG00000070831	13961	14519	14501	9948	11490	12535	13072	11742	13619
ENSG00000285752	10	0	0	0	0	14	4	4	2
ENSG00000285794	12	0	11	12	19	7	20	28	38
ENSG00000230068	14	16	17	4	7	2	2	5	6
ENSG00000271428	0	0	0	0	0	0	2	0	0
ENSG00000271840	6	0	10	21	28	54	14	17	28
ENSG00000162552	22	29	2	2	6	2	6	17	8
ENSG00000285873	2	0	0	2	0	0	2	0	14
ENSG00000266564	0	0	0	0	0	0	0	0	0
ENSG00000234397	0	2	2	0	6	0	2	2	2
ENSG00000279625	0	0	0	0	0	0	0	0	0
ENSG00000184677	4256	5918	4399	3620	4142	4454	4223	3709	4972
ENSG00000237200	41	44	8	21	13	28	34	23	44
ENSG00000070886	0	0	0	0	0	2	0	0	0
ENSG00000173372	0	0	0	0	0	0	0	0	0
ENSG00000159189	0	0	0	0	0	0	0	0	0
ENSG00000173369	0	0	0	0	0	0	0	0	0
ENSG00000133216	4726	6891	6149	3707	3954	4594	4600	4194	5355
ENSG00000265422	4	0	10	0	2	0	0	5	0
ENSG00000216157	0	0	0	0	0	0	0	0	0
ENSG00000225952	0	0	0	0	6	0	0	0	0
ENSG00000264014	2	0	0	0	2	0	8	9	0
ENSG00000215906	0	0	0	0	0	0	0	0	2
ENSG00000227868	0	0	0	0	0	0	0	0	0
ENSG00000004487	6225	7932	8163	5084	5524	6208	6560	5682	6993
ENSG00000240553	975	1341	861	676	877	1176	901	810	855
ENSG00000263793	0	0	0	0	6	0	2	0	16
ENSG00000266802	0	0	0	0	0	0	0	0	0
ENSG00000169641	18458	24602	22272	14606	16709	19182	18199	16504	19477
ENSG00000229010	1	0	0	0	0	0	0	0	0
ENSG00000206935	0	0	0	0	0	0	0	0	0
ENSG00000252578	0	0	0	0	0	0	0	0	0
ENSG00000179546	219	198	259	170	126	213	138	276	170
ENSG00000215381	2	0	0	0	0	0	0	0	0
ENSG00000261326	282	242	244	256	233	280	278	280	250
ENSG00000284726	2	0	0	0	0	0	0	0	0
ENSG00000125944	8120	8483	8684	6213	7057	7428	7961	6834	8263
ENSG00000125945	1889	2149	1567	1356	1554	1926	2103	1630	1751
ENSG00000249087	22	16	14	10	20	78	12	6	14
ENSG00000201405	0	0	0	0	0	0	2	0	0
ENSG00000271420	0	0	0	0	0	4	0	0	0
ENSG00000204219	76	76	46	64	68	56	55	74	68
ENSG00000232482	0	0	0	0	0	0	0	0	0
ENSG00000088280	889	1019	722	632	661	791	816	849	693
ENSG00000007968	0	2	0	0	24	10	2	2	2
ENSG00000235052	0	2	0	0	0	0	2	2	0
ENSG00000117318	780	1094	644	607	778	1022	1008	820	1003
ENSG00000285802	0	14	0	0	0	0	0	0	0
ENSG00000197880	0	0	0	0	2	0	0	6	0
ENSG00000229239	0	0	0	0	0	0	0	0	0
ENSG00000142676	822	726	846	463	628	705	759	665	657
ENSG00000203589	0	0	0	0	0	0	0	0	0
ENSG00000236810	51	66	20	24	37	46	23	32	47
ENSG00000244609	0	0	0	2	0	2	0	4	0
ENSG00000011007	8480	10794	10592	6196	7302	8605	8089	7102	9196
ENSG00000057757	1365	1654	1740	933	1174	1231	1279	1104	1377
ENSG00000011009	1371	1554	1377	958	1134	1248	1381	1132	1446
ENSG00000117308	856	1372	948	742	804	1243	887	908	932
ENSG00000117305	565	722	642	478	430	450	558	374	400
ENSG00000179163	600	811	534	354	382	478	576	388	508
ENSG00000188822	0	0	0	0	0	0	0	0	0
ENSG00000264347	0	0	0	0	0	0	0	0	0
ENSG00000238538	0	0	0	0	0	0	0	0	0
ENSG00000229106	0	2	0	0	0	0	0	0	0
ENSG00000232557	0	0	0	0	0	0	0	0	0
ENSG00000264926	0	0	0	0	0	0	0	0	0
ENSG00000230228	0	0	0	0	0	0	0	0	0
ENSG00000189266	1540	1442	1351	1137	1094	1542	1566	1194	1533
ENSG00000188529	1141	1513	1516	1032	1191	1314	1237	1075	1277
ENSG00000215905	0	0	0	0	0	0	0	0	0
ENSG00000225315	0	0	0	0	0	0	0	0	0
ENSG00000142661	288	368	444	180	191	262	190	252	216
ENSG00000230703	0	0	0	0	0	0	0	0	0
ENSG00000142677	0	0	0	0	0	0	0	0	0
ENSG00000185436	0	0	0	0	0	0	0	0	0
ENSG00000230023	0	0	0	0	0	0	0	0	0
ENSG00000221032	0	0	0	0	0	0	0	0	0
ENSG00000266511	0	0	0	0	0	0	0	0	0
ENSG00000232298	0	0	0	0	0	0	0	0	0
ENSG00000158055	12	0	10	0	1	10	0	0	2
ENSG00000001460	450	521	712	341	330	408	332	416	484
ENSG00000001461	3123	3869	3175	2503	2560	2791	3079	2817	3503
ENSG00000286061	0	0	0	0	0	0	0	4	0
ENSG00000117602	648	784	758	466	472	425	602	531	592
ENSG00000266551	0	0	0	0	0	0	0	0	0
ENSG00000264443	4	0	0	0	0	8	0	0	0
ENSG00000184454	0	1	0	0	0	0	0	0	0
ENSG00000227312	0	0	0	0	0	0	0	0	0
ENSG00000239106	0	0	0	0	0	0	0	0	0
ENSG00000133226	5431	6776	7893	3899	5121	4985	5561	4775	6749
ENSG00000238986	1	0	0	0	0	0	0	0	0
ENSG00000284699	0	0	0	0	2	0	0	0	6
ENSG00000169504	64973	78617	75299	46231	56211	58227	60527	53450	64649
ENSG00000238482	0	0	0	0	0	0	0	0	0
ENSG00000020633	512	88	44	358	152	778	734	274	4200
ENSG00000229162	0	0	0	0	0	0	0	0	0
ENSG00000261025	0	0	0	0	0	0	2	0	0
ENSG00000264371	0	0	0	0	0	0	0	0	0
ENSG00000285823	0	0	0	0	0	0	0	0	0
ENSG00000233755	0	0	0	0	0	0	0	0	0
ENSG00000233419	0	0	0	0	0	0	0	0	0
ENSG00000231953	0	0	0	0	0	0	0	0	0
ENSG00000117614	553	638	566	395	518	445	565	565	592
ENSG00000284602	4	34	24	0	4	24	4	0	8
ENSG00000284657	0	8	2	0	0	0	0	0	6
ENSG00000117616	1604	1294	988	1240	1020	1463	1552	1232	1582
ENSG00000272432	0	0	0	0	0	3	0	4	0
ENSG00000261349	6	16	0	0	0	0	0	0	0
ENSG00000187010	0	0	0	0	0	1	0	0	0
ENSG00000224183	2	0	2	6	2	2	2	0	0
ENSG00000259984	22	14	0	4	26	12	10	8	0
ENSG00000183726	10567	10968	9847	6737	7754	8349	8883	8154	8862
ENSG00000252515	4	0	10	0	6	0	7	0	0
ENSG00000238889	0	0	0	0	0	0	0	0	0
ENSG00000188672	14	16	0	1	16	8	20	14	6
ENSG00000238084	4	2	4	2	0	2	0	4	2
ENSG00000266468	0	0	0	0	0	0	0	0	0
ENSG00000204178	1815	2148	2261	1265	1347	1446	1785	1566	1930
ENSG00000157978	744	1040	856	674	802	800	767	764	854
ENSG00000225643	0	0	0	10	26	0	26	0	2
ENSG00000117643	74	24	6	22	34	30	12	6	72
ENSG00000233478	0	0	0	0	0	0	0	0	0
ENSG00000162430	6652	7717	5470	5280	5912	6420	7055	5663	7255
ENSG00000255054	2762	3322	2156	2244	2790	2709	2920	2589	3193
ENSG00000228172	28	18	22	8	21	1	36	10	30
ENSG00000117640	856	888	570	616	829	832	853	688	906
ENSG00000272478	0	6	0	0	2	6	11	1	0
ENSG00000127423	16	52	81	20	54	26	17	19	28
ENSG00000236528	18	14	2	6	4	24	12	8	22
ENSG00000182749	662	946	754	560	681	604	690	614	744
ENSG00000207302	0	0	0	0	0	0	0	0	0
ENSG00000117632	6763	8250	6899	5210	5536	6060	6957	5572	6317
ENSG00000229786	0	0	0	0	0	0	0	0	0
ENSG00000223624	0	0	2	0	0	0	0	0	0
ENSG00000264021	38	12	68	27	45	23	80	33	35
ENSG00000266763	0	0	0	0	0	0	0	0	0
ENSG00000158006	929	1644	1266	835	942	1440	1136	1032	1308
ENSG00000207237	0	0	0	0	0	0	0	0	0
ENSG00000252190	0	0	0	0	0	0	0	0	0
ENSG00000252691	0	0	0	0	0	0	0	0	0
ENSG00000158008	2	0	0	0	1	0	0	0	0
ENSG00000158014	0	0	0	0	0	0	0	0	0
ENSG00000284309	0	0	0	0	0	0	0	0	0
ENSG00000158022	0	0	0	0	0	0	0	0	0
ENSG00000265320	0	0	0	0	0	0	0	0	0
ENSG00000175087	421	574	514	446	432	528	568	452	632
ENSG00000197245	54	82	108	80	26	96	114	42	58
ENSG00000282872	0	0	0	0	0	0	0	0	0
ENSG00000236782	18	26	18	22	8	14	16	36	16
ENSG00000142684	306	366	376	186	286	262	346	280	414
ENSG00000142675	4	0	42	1	0	0	4	6	2
ENSG00000188782	0	0	0	0	0	0	0	0	0
ENSG00000236155	0	0	0	0	4	0	2	0	0
ENSG00000278572	0	0	0	0	0	0	0	2	0
ENSG00000130695	549	762	729	531	686	680	663	552	695
ENSG00000270733	0	0	0	0	0	0	0	0	0
ENSG00000142669	782	722	554	476	578	536	756	580	770
ENSG00000158062	175	158	218	152	127	184	230	118	148
ENSG00000169442	0	0	0	0	0	0	0	0	0
ENSG00000176092	0	0	0	0	0	0	0	0	0
ENSG00000225854	0	0	0	0	0	0	0	0	0
ENSG00000265143	0	0	0	0	0	0	0	0	0
ENSG00000176083	0	0	0	0	0	0	0	0	0
ENSG00000131914	0	0	0	0	0	0	0	0	0
ENSG00000117682	3579	5102	4369	3130	3387	3506	3561	3712	4179
ENSG00000223583	0	0	6	0	0	0	0	6	0
ENSG00000225891	0	0	0	0	0	0	0	2	0
ENSG00000198830	2088	2866	1956	1591	1791	2045	2236	1908	2138
ENSG00000224129	0	0	0	0	0	0	0	0	0
ENSG00000117676	153	198	164	167	170	184	161	185	246
ENSG00000238705	0	6	0	0	0	0	0	0	0
ENSG00000243905	12	0	0	0	2	2	4	0	4
ENSG00000252802	0	0	0	0	0	0	0	0	0
ENSG00000229247	0	0	0	0	0	0	0	0	0
ENSG00000238316	0	0	0	0	0	0	0	0	0
ENSG00000235069	0	0	0	0	0	0	0	0	0
ENSG00000260063	8	10	10	30	15	20	18	16	6
ENSG00000117713	8065	9737	9792	6845	7540	8183	8564	7125	9012
ENSG00000266138	0	0	0	4	0	16	7	12	0
ENSG00000060642	357	497	495	279	323	384	370	276	336
ENSG00000241188	0	0	0	0	0	0	0	0	0
ENSG00000287810	0	0	0	0	0	0	0	0	0
ENSG00000204160	605	708	669	550	478	474	646	452	698
ENSG00000175793	0	2	0	0	0	0	0	0	2
ENSG00000142751	1115	1222	907	917	967	992	1036	964	1226
ENSG00000226698	0	0	0	0	0	0	0	0	0
ENSG00000198746	284	426	222	238	209	298	281	274	381
ENSG00000090273	1001	1630	1371	752	911	1192	1136	776	1100
ENSG00000131910	0	0	0	0	0	0	0	0	0
ENSG00000175707	0	0	0	0	0	0	0	0	0
ENSG00000172746	0	0	0	0	0	0	0	0	0
ENSG00000224064	0	0	0	0	2	0	0	0	0
ENSG00000225294	0	0	2	6	4	4	4	2	3
ENSG00000253368	1376	1610	1346	1258	1371	1399	1468	1321	2088
ENSG00000158246	16	4	0	2	8	2	10	42	12
ENSG00000090020	3245	4187	4085	2687	2782	3165	3318	2712	3815
ENSG00000229985	0	0	0	0	0	0	0	2	0
ENSG00000214973	0	0	2	0	2	0	0	0	0
ENSG00000225159	10	36	6	2	4	2	2	10	12
ENSG00000225990	0	0	0	2	0	4	0	0	0
ENSG00000224311	0	0	0	0	0	0	0	0	0
ENSG00000142784	1571	1828	1394	1286	1289	1609	1633	1255	1494
ENSG00000252098	0	0	0	0	0	0	0	0	0
ENSG00000243659	1	20	0	4	9	4	18	0	4
ENSG00000186501	498	763	420	323	446	488	418	516	714
ENSG00000206888	0	0	22	20	5	7	18	6	6
ENSG00000241547	8	22	23	10	10	17	25	25	50
ENSG00000142765	4	18	6	12	0	4	2	4	2
ENSG00000142733	781	995	852	566	744	752	776	788	826
ENSG00000142748	0	4	0	4	0	0	2	2	12
ENSG00000174950	0	2	0	0	0	0	8	2	10
ENSG00000231207	0	0	0	0	0	0	0	0	0
ENSG00000181773	14	36	30	14	8	16	40	10	48
ENSG00000158195	12214	13869	12169	9171	9477	11290	11074	9183	10789
ENSG00000241169	0	0	0	0	0	0	0	0	0
ENSG00000237429	0	0	0	0	0	0	0	0	0
ENSG00000126705	1535	1380	1341	1177	1070	1283	1433	1143	1282
ENSG00000000938	2	2	10	0	0	0	0	0	6
ENSG00000235912	0	0	0	0	0	0	2	0	0
ENSG00000233975	632	840	1185	298	229	421	306	410	508
ENSG00000126709	9015	9152	8815	4533	3722	5548	5468	5363	5873
ENSG00000225886	0	0	6	0	0	0	0	0	0
ENSG00000206767	0	0	0	0	0	0	0	0	0
ENSG00000226662	0	0	0	0	0	0	0	0	0
ENSG00000207095	0	0	0	0	0	0	0	0	0
ENSG00000287244	0	0	0	0	0	0	0	0	0
ENSG00000009780	1075	1283	1178	639	910	960	915	820	1019
ENSG00000231344	0	0	0	0	4	0	4	0	0
ENSG00000230833	2	0	0	6	0	8	6	0	0
ENSG00000117758	12401	15217	13826	9350	10544	11090	11465	10728	12696
ENSG00000269971	4	0	0	16	0	0	14	0	4
ENSG00000270031	0	7	0	0	0	0	0	8	0
ENSG00000223062	1	3	40	5	6	0	6	2	0
ENSG00000286433	0	0	22	18	0	8	0	4	0
ENSG00000117751	4253	5432	4628	3644	3586	4436	4125	3873	5503
ENSG00000252947	17	0	0	2	4	0	0	0	5
ENSG00000268552	4	16	2	14	2	2	18	0	8
ENSG00000130775	420	432	527	156	150	184	268	224	392
ENSG00000117748	1039	1573	1538	679	1060	931	1025	896	1125
ENSG00000130768	10	0	12	0	2	0	6	0	0
ENSG00000227050	0	0	0	0	0	0	0	0	0
ENSG00000158156	378	546	306	336	409	388	466	376	485
ENSG00000158161	5465	5921	5099	4285	4699	5050	5273	4273	5652
ENSG00000238231	0	0	6	0	6	0	0	0	5
ENSG00000240750	12	1	0	8	8	0	17	0	4
ENSG00000228589	4	20	0	0	0	4	0	0	4
ENSG00000228943	0	0	0	0	0	0	0	0	0
ENSG00000214812	0	0	0	0	0	0	0	0	4
